date,region_from,region_to,value
4/22/2020,fid010,fid010,22340
3/17/2020,fid010,fid010,21989
3/3/2020,fid010,fid010,23526
4/26/2020,fid010,fid010,19219
3/7/2020,fid010,fid010,23023
3/13/2020,fid010,fid010,23711
3/6/2020,fid010,fid010,25593
4/27/2020,fid010,fid010,22228
4/25/2020,fid010,fid010,21214
4/19/2020,fid010,fid010,21845
3/5/2020,fid010,fid010,23998
4/18/2020,fid010,fid010,23693
4/30/2020,fid010,fid010,21949
4/24/2020,fid010,fid010,23176
3/8/2020,fid010,fid011,20
3/9/2020,fid010,fid011,18
3/21/2020,fid010,fid011,30
3/27/2020,fid010,fid011,16
2/14/2020,fid010,fid011,20
2/15/2020,fid010,fid011,19
2/5/2020,fid010,fid011,20
2/6/2020,fid010,fid011,22
2/13/2020,fid010,fid011,17
2/7/2020,fid010,fid011,18
2/23/2020,fid010,fid011,18
2/9/2020,fid010,fid011,23
2/21/2020,fid010,fid011,25
2/20/2020,fid010,fid011,22
2/24/2020,fid010,fid011,18
2/19/2020,fid010,fid011,15
2/25/2020,fid010,fid011,14
2/27/2020,fid010,fid011,18
3/29/2020,fid010,fid011,30
3/14/2020,fid010,fid011,20
3/17/2020,fid010,fid011,20
3/7/2020,fid010,fid011,15
3/6/2020,fid010,fid011,26
3/5/2020,fid010,fid011,15
3/20/2020,fid010,fid012,316
4/29/2020,fid010,fid012,210
4/1/2020,fid010,fid012,157
3/8/2020,fid010,fid012,316
4/15/2020,fid010,fid012,203
4/14/2020,fid010,fid012,215
3/9/2020,fid010,fid012,369
3/21/2020,fid010,fid012,337
4/28/2020,fid010,fid012,211
3/23/2020,fid010,fid012,283
4/16/2020,fid010,fid012,180
4/2/2020,fid010,fid012,180
4/3/2020,fid010,fid012,174
4/17/2020,fid010,fid012,250
3/22/2020,fid010,fid012,302
4/13/2020,fid010,fid012,213
4/7/2020,fid010,fid012,231
3/26/2020,fid010,fid012,285
3/27/2020,fid010,fid012,312
4/6/2020,fid010,fid012,184
4/12/2020,fid010,fid012,183
4/4/2020,fid010,fid012,187
4/10/2020,fid010,fid012,163
3/19/2020,fid010,fid012,310
3/31/2020,fid010,fid012,195
3/25/2020,fid010,fid012,309
3/24/2020,fid010,fid012,262
3/30/2020,fid010,fid012,259
4/11/2020,fid010,fid012,211
3/18/2020,fid010,fid012,399
4/5/2020,fid010,fid012,200
5/22/2020,fid010,fid012,332
2/3/2020,fid010,fid012,366
2/17/2020,fid010,fid012,328
2/2/2020,fid010,fid012,353
5/23/2020,fid010,fid012,298
5/21/2020,fid010,fid012,244
2/28/2020,fid010,fid012,493
2/14/2020,fid010,fid012,436
5/9/2020,fid010,fid012,244
2/1/2020,fid010,fid012,370
5/8/2020,fid010,fid012,260
2/15/2020,fid010,fid012,390
5/20/2020,fid010,fid012,227
2/29/2020,fid010,fid012,362
2/11/2020,fid010,fid012,315
5/18/2020,fid010,fid012,222
2/5/2020,fid010,fid012,405
5/24/2020,fid010,fid012,141
5/30/2020,fid010,fid012,292
5/31/2020,fid010,fid012,243
5/25/2020,fid010,fid012,178
2/10/2020,fid010,fid012,310
5/19/2020,fid010,fid012,189
2/6/2020,fid010,fid012,442
2/12/2020,fid010,fid012,353
5/27/2020,fid010,fid012,250
5/26/2020,fid010,fid012,223
2/13/2020,fid010,fid012,401
2/7/2020,fid010,fid012,444
5/17/2020,fid010,fid012,190
5/3/2020,fid010,fid012,193
2/22/2020,fid010,fid012,327
2/23/2020,fid010,fid012,395
5/2/2020,fid010,fid012,188
5/16/2020,fid010,fid012,258
2/9/2020,fid010,fid012,359
5/14/2020,fid010,fid012,262
2/21/2020,fid010,fid012,445
5/28/2020,fid010,fid012,243
2/20/2020,fid010,fid012,393
5/29/2020,fid010,fid012,279
5/15/2020,fid010,fid012,272
5/1/2020,fid010,fid012,228
2/8/2020,fid010,fid012,369
2/24/2020,fid010,fid012,368
5/5/2020,fid010,fid012,244
5/11/2020,fid010,fid012,244
2/18/2020,fid010,fid012,333
5/10/2020,fid010,fid012,201
2/19/2020,fid010,fid012,353
5/4/2020,fid010,fid012,164
2/25/2020,fid010,fid012,329
2/27/2020,fid010,fid012,390
5/12/2020,fid010,fid012,230
5/6/2020,fid010,fid012,224
5/7/2020,fid010,fid012,218
5/13/2020,fid010,fid012,225
2/26/2020,fid010,fid012,307
3/15/2020,fid010,fid012,344
4/8/2020,fid010,fid012,149
4/20/2020,fid010,fid012,208
3/29/2020,fid010,fid012,265
4/21/2020,fid010,fid012,209
3/28/2020,fid010,fid012,250
4/9/2020,fid010,fid012,204
3/14/2020,fid010,fid012,389
3/2/2020,fid010,fid012,321
3/16/2020,fid010,fid012,374
4/23/2020,fid010,fid012,256
4/22/2020,fid010,fid012,181
3/17/2020,fid010,fid012,416
3/3/2020,fid010,fid012,327
4/26/2020,fid010,fid012,178
3/7/2020,fid010,fid012,411
3/13/2020,fid010,fid012,445
3/6/2020,fid010,fid012,457
4/27/2020,fid010,fid012,195
4/25/2020,fid010,fid012,230
4/19/2020,fid010,fid012,177
3/5/2020,fid010,fid012,382
4/18/2020,fid010,fid012,232
4/30/2020,fid010,fid012,256
4/24/2020,fid010,fid012,240
3/20/2020,fid011,fid001,19
4/29/2020,fid011,fid001,16
4/1/2020,fid011,fid001,23
3/8/2020,fid011,fid001,23
4/15/2020,fid011,fid001,16
4/14/2020,fid011,fid001,19
3/9/2020,fid011,fid001,17
3/21/2020,fid011,fid001,18
4/28/2020,fid011,fid001,21
3/23/2020,fid011,fid001,19
4/16/2020,fid011,fid001,17
3/22/2020,fid011,fid001,25
4/13/2020,fid011,fid001,20
4/7/2020,fid011,fid001,24
3/27/2020,fid011,fid001,16
4/12/2020,fid011,fid001,19
4/4/2020,fid011,fid001,18
4/10/2020,fid011,fid001,16
3/19/2020,fid011,fid001,18
3/31/2020,fid011,fid001,17
3/25/2020,fid011,fid001,23
3/24/2020,fid011,fid001,24
4/11/2020,fid011,fid001,23
3/18/2020,fid011,fid001,27
4/5/2020,fid011,fid001,17
5/22/2020,fid011,fid001,23
2/3/2020,fid011,fid001,21
2/2/2020,fid011,fid001,20
2/28/2020,fid011,fid001,19
5/9/2020,fid011,fid001,22
5/8/2020,fid011,fid001,17
2/15/2020,fid011,fid001,29
5/20/2020,fid011,fid001,24
2/11/2020,fid011,fid001,26
2/5/2020,fid011,fid001,25
5/24/2020,fid011,fid001,21
5/30/2020,fid011,fid001,27
5/31/2020,fid011,fid001,19
5/25/2020,fid011,fid001,18
2/10/2020,fid011,fid001,18
2/12/2020,fid011,fid001,27
5/26/2020,fid011,fid001,20
2/13/2020,fid011,fid001,19
2/7/2020,fid011,fid001,21
2/22/2020,fid011,fid001,19
2/23/2020,fid011,fid001,18
5/2/2020,fid011,fid001,23
5/16/2020,fid011,fid001,19
2/9/2020,fid011,fid001,24
5/14/2020,fid011,fid001,18
2/21/2020,fid011,fid001,18
5/28/2020,fid011,fid001,19
2/20/2020,fid011,fid001,19
5/1/2020,fid011,fid001,18
2/8/2020,fid011,fid001,28
2/24/2020,fid011,fid001,20
5/5/2020,fid011,fid001,18
2/18/2020,fid011,fid001,23
2/19/2020,fid011,fid001,16
2/27/2020,fid011,fid001,22
5/13/2020,fid011,fid001,18
2/26/2020,fid011,fid001,19
3/29/2020,fid011,fid001,24
3/28/2020,fid011,fid001,16
4/9/2020,fid011,fid001,17
3/14/2020,fid011,fid001,15
3/2/2020,fid011,fid001,22
4/22/2020,fid011,fid001,18
3/17/2020,fid011,fid001,16
4/26/2020,fid011,fid001,17
3/7/2020,fid011,fid001,22
3/13/2020,fid011,fid001,21
3/6/2020,fid011,fid001,25
4/27/2020,fid011,fid001,24
4/25/2020,fid011,fid001,17
3/5/2020,fid011,fid001,17
4/24/2020,fid011,fid001,18
5/22/2020,fid011,fid002,16
3/20/2020,fid011,fid003,15
3/8/2020,fid011,fid003,17
3/9/2020,fid011,fid003,17
3/19/2020,fid011,fid003,17
2/2/2020,fid011,fid003,25
2/28/2020,fid011,fid003,22
2/14/2020,fid011,fid003,17
2/15/2020,fid011,fid003,18
2/29/2020,fid011,fid003,16
2/11/2020,fid011,fid003,18
2/5/2020,fid011,fid003,20
2/10/2020,fid011,fid003,21
2/6/2020,fid011,fid003,17
2/12/2020,fid011,fid003,16
2/13/2020,fid011,fid003,20
2/7/2020,fid011,fid003,18
2/23/2020,fid011,fid003,24
2/21/2020,fid011,fid003,21
2/20/2020,fid011,fid003,24
2/8/2020,fid011,fid003,18
2/24/2020,fid011,fid003,19
2/18/2020,fid011,fid003,19
2/19/2020,fid011,fid003,19
2/25/2020,fid011,fid003,20
2/27/2020,fid011,fid003,25
3/28/2020,fid011,fid003,20
3/2/2020,fid011,fid003,22
3/3/2020,fid011,fid003,17
3/6/2020,fid011,fid003,20
4/25/2020,fid011,fid003,18
3/5/2020,fid011,fid003,16
3/20/2020,fid011,fid006,48
4/29/2020,fid011,fid006,22
4/1/2020,fid011,fid006,30
3/8/2020,fid011,fid006,27
4/15/2020,fid011,fid006,22
4/14/2020,fid011,fid006,122
3/9/2020,fid011,fid006,24
3/21/2020,fid011,fid006,12
4/28/2020,fid011,fid006,23
3/23/2020,fid011,fid006,21
4/16/2020,fid011,fid006,38
4/2/2020,fid011,fid006,27
4/3/2020,fid011,fid006,19
4/17/2020,fid011,fid006,15
3/22/2020,fid011,fid006,19
4/13/2020,fid011,fid006,113
4/7/2020,fid011,fid006,25
3/26/2020,fid011,fid006,21
3/27/2020,fid011,fid006,30
4/6/2020,fid011,fid006,25
4/12/2020,fid011,fid006,102
4/4/2020,fid011,fid006,27
4/10/2020,fid011,fid006,71
3/19/2020,fid011,fid006,99
3/31/2020,fid011,fid006,13
3/25/2020,fid011,fid006,28
3/24/2020,fid011,fid006,42
3/30/2020,fid011,fid006,30
4/11/2020,fid011,fid006,125
3/18/2020,fid011,fid006,22
4/5/2020,fid011,fid006,19
5/22/2020,fid011,fid006,22
2/3/2020,fid011,fid006,28
2/17/2020,fid011,fid006,25
2/2/2020,fid011,fid006,21
5/23/2020,fid011,fid006,13
5/21/2020,fid011,fid006,28
2/28/2020,fid011,fid006,27
2/14/2020,fid011,fid006,25
5/9/2020,fid011,fid006,16
2/1/2020,fid011,fid006,16
2/15/2020,fid011,fid006,27
5/20/2020,fid011,fid006,26
2/29/2020,fid011,fid006,27
2/11/2020,fid011,fid006,37
5/18/2020,fid011,fid006,21
2/5/2020,fid011,fid006,25
5/24/2020,fid011,fid006,28
5/30/2020,fid011,fid006,31
5/31/2020,fid011,fid006,17
5/25/2020,fid011,fid006,29
2/10/2020,fid011,fid006,42
2/6/2020,fid011,fid006,22
2/12/2020,fid011,fid006,28
5/27/2020,fid011,fid006,50
5/26/2020,fid011,fid006,43
2/13/2020,fid011,fid006,17
2/7/2020,fid011,fid006,24
5/17/2020,fid011,fid006,18
5/3/2020,fid011,fid006,32
2/22/2020,fid011,fid006,33
2/23/2020,fid011,fid006,21
5/2/2020,fid011,fid006,52
5/16/2020,fid011,fid006,28
2/9/2020,fid011,fid006,39
5/14/2020,fid011,fid006,32
2/21/2020,fid011,fid006,34
5/28/2020,fid011,fid006,26
2/20/2020,fid011,fid006,34
5/29/2020,fid011,fid006,32
5/15/2020,fid011,fid006,25
5/1/2020,fid011,fid006,17
2/8/2020,fid011,fid006,27
2/24/2020,fid011,fid006,39
5/5/2020,fid011,fid006,24
5/11/2020,fid011,fid006,31
2/18/2020,fid011,fid006,21
5/10/2020,fid011,fid006,21
2/19/2020,fid011,fid006,41
5/4/2020,fid011,fid006,42
2/25/2020,fid011,fid006,19
2/27/2020,fid011,fid006,34
5/7/2020,fid011,fid006,20
5/13/2020,fid011,fid006,30
2/26/2020,fid011,fid006,25
4/8/2020,fid011,fid006,24
3/29/2020,fid011,fid006,45
3/28/2020,fid011,fid006,16
4/9/2020,fid011,fid006,14
3/14/2020,fid011,fid006,15
3/2/2020,fid011,fid006,24
4/23/2020,fid011,fid006,18
3/3/2020,fid011,fid006,23
4/26/2020,fid011,fid006,10
3/7/2020,fid011,fid006,33
3/13/2020,fid011,fid006,16
3/6/2020,fid011,fid006,33
4/27/2020,fid011,fid006,15
4/25/2020,fid011,fid006,27
3/5/2020,fid011,fid006,19
4/30/2020,fid011,fid006,18
4/24/2020,fid011,fid006,26
3/20/2020,fid011,fid007,896
4/29/2020,fid011,fid007,630
4/1/2020,fid011,fid007,713
3/8/2020,fid011,fid007,844
4/15/2020,fid011,fid007,689
4/14/2020,fid011,fid007,699
3/9/2020,fid011,fid007,889
3/21/2020,fid011,fid007,948
4/28/2020,fid011,fid007,735
3/23/2020,fid011,fid007,595
4/16/2020,fid011,fid007,677
4/2/2020,fid011,fid007,751
4/3/2020,fid011,fid007,651
4/17/2020,fid011,fid007,640
3/22/2020,fid011,fid007,799
4/13/2020,fid011,fid007,598
4/7/2020,fid011,fid007,679
3/26/2020,fid011,fid007,763
3/27/2020,fid011,fid007,929
4/6/2020,fid011,fid007,624
4/12/2020,fid011,fid007,543
4/4/2020,fid011,fid007,720
4/10/2020,fid011,fid007,673
3/19/2020,fid011,fid007,576
3/31/2020,fid011,fid007,672
3/25/2020,fid011,fid007,707
3/24/2020,fid011,fid007,721
3/30/2020,fid011,fid007,769
4/11/2020,fid011,fid007,712
3/18/2020,fid011,fid007,823
4/5/2020,fid011,fid007,628
5/22/2020,fid011,fid007,798
2/3/2020,fid011,fid007,896
2/17/2020,fid011,fid007,858
2/2/2020,fid011,fid007,1013
5/23/2020,fid011,fid007,753
5/21/2020,fid011,fid007,772
2/28/2020,fid011,fid007,989
2/14/2020,fid011,fid007,1102
5/9/2020,fid011,fid007,664
2/1/2020,fid011,fid007,988
5/8/2020,fid011,fid007,809
2/15/2020,fid011,fid007,912
5/20/2020,fid011,fid007,700
2/29/2020,fid011,fid007,943
2/11/2020,fid011,fid007,1008
5/18/2020,fid011,fid007,670
2/5/2020,fid011,fid007,1007
5/24/2020,fid011,fid007,534
5/30/2020,fid011,fid007,675
5/31/2020,fid011,fid007,670
5/25/2020,fid011,fid007,503
2/10/2020,fid011,fid007,1002
5/19/2020,fid011,fid007,638
2/6/2020,fid011,fid007,940
2/12/2020,fid011,fid007,913
5/27/2020,fid011,fid007,750
5/26/2020,fid011,fid007,762
2/13/2020,fid011,fid007,930
2/7/2020,fid011,fid007,934
5/17/2020,fid011,fid007,646
5/3/2020,fid011,fid007,573
2/22/2020,fid011,fid007,1082
2/23/2020,fid011,fid007,1007
5/2/2020,fid011,fid007,753
5/16/2020,fid011,fid007,738
2/9/2020,fid011,fid007,859
5/14/2020,fid011,fid007,693
2/21/2020,fid011,fid007,1057
5/28/2020,fid011,fid007,731
2/20/2020,fid011,fid007,1024
5/29/2020,fid011,fid007,734
5/15/2020,fid011,fid007,760
5/1/2020,fid011,fid007,627
2/8/2020,fid011,fid007,1035
2/24/2020,fid011,fid007,879
5/5/2020,fid011,fid007,689
5/11/2020,fid011,fid007,691
2/18/2020,fid011,fid007,896
5/10/2020,fid011,fid007,817
2/19/2020,fid011,fid007,927
5/4/2020,fid011,fid007,734
2/25/2020,fid011,fid007,841
2/27/2020,fid011,fid007,794
5/12/2020,fid011,fid007,681
5/6/2020,fid011,fid007,623
5/7/2020,fid011,fid007,777
5/13/2020,fid011,fid007,757
2/26/2020,fid011,fid007,974
3/15/2020,fid011,fid007,929
4/8/2020,fid011,fid007,742
4/20/2020,fid011,fid007,675
3/29/2020,fid011,fid007,728
4/21/2020,fid011,fid007,574
3/28/2020,fid011,fid007,831
4/9/2020,fid011,fid007,639
3/14/2020,fid011,fid007,821
3/2/2020,fid011,fid007,1022
3/16/2020,fid011,fid007,917
4/23/2020,fid011,fid007,753
4/22/2020,fid011,fid007,722
3/17/2020,fid011,fid007,859
3/3/2020,fid011,fid007,1065
4/26/2020,fid011,fid007,638
3/7/2020,fid011,fid007,960
3/13/2020,fid011,fid007,784
3/6/2020,fid011,fid007,951
4/27/2020,fid011,fid007,712
4/25/2020,fid011,fid007,656
4/19/2020,fid011,fid007,647
3/5/2020,fid011,fid007,961
4/18/2020,fid011,fid007,567
4/30/2020,fid011,fid007,696
4/24/2020,fid011,fid007,721
3/20/2020,fid011,fid008,169
4/29/2020,fid011,fid008,106
4/1/2020,fid011,fid008,28
3/8/2020,fid011,fid008,225
4/15/2020,fid011,fid008,79
4/14/2020,fid011,fid008,90
3/9/2020,fid011,fid008,203
3/21/2020,fid011,fid008,163
4/28/2020,fid011,fid008,80
3/23/2020,fid011,fid008,124
4/16/2020,fid011,fid008,102
4/2/2020,fid011,fid008,59
4/3/2020,fid011,fid008,103
4/17/2020,fid011,fid008,101
3/22/2020,fid011,fid008,102
4/13/2020,fid011,fid008,69
4/7/2020,fid011,fid008,81
3/26/2020,fid011,fid008,94
3/27/2020,fid011,fid008,150
4/6/2020,fid011,fid008,47
4/12/2020,fid011,fid008,108
4/4/2020,fid011,fid008,86
4/10/2020,fid011,fid008,108
3/19/2020,fid011,fid008,214
3/31/2020,fid011,fid008,63
3/25/2020,fid011,fid008,119
3/24/2020,fid011,fid008,125
3/30/2020,fid011,fid008,77
4/11/2020,fid011,fid008,60
3/18/2020,fid011,fid008,164
4/5/2020,fid011,fid008,56
5/22/2020,fid011,fid008,166
2/3/2020,fid011,fid008,219
2/17/2020,fid011,fid008,154
2/2/2020,fid011,fid008,224
5/23/2020,fid011,fid008,104
5/21/2020,fid011,fid008,122
2/28/2020,fid011,fid008,294
2/14/2020,fid011,fid008,234
5/9/2020,fid011,fid008,117
2/1/2020,fid011,fid008,211
5/8/2020,fid011,fid008,143
2/15/2020,fid011,fid008,211
5/20/2020,fid011,fid008,102
2/29/2020,fid011,fid008,240
2/11/2020,fid011,fid008,229
5/18/2020,fid011,fid008,77
2/5/2020,fid011,fid008,194
5/24/2020,fid011,fid008,56
5/30/2020,fid011,fid008,148
5/31/2020,fid011,fid008,121
5/25/2020,fid011,fid008,106
2/10/2020,fid011,fid008,262
5/19/2020,fid011,fid008,92
2/6/2020,fid011,fid008,196
2/12/2020,fid011,fid008,216
5/27/2020,fid011,fid008,149
5/26/2020,fid011,fid008,147
2/13/2020,fid011,fid008,190
2/7/2020,fid011,fid008,246
5/17/2020,fid011,fid008,89
5/3/2020,fid011,fid008,83
2/22/2020,fid011,fid008,214
2/23/2020,fid011,fid008,200
5/2/2020,fid011,fid008,134
5/16/2020,fid011,fid008,132
2/9/2020,fid011,fid008,225
5/14/2020,fid011,fid008,121
2/21/2020,fid011,fid008,255
5/28/2020,fid011,fid008,127
2/20/2020,fid011,fid008,224
5/29/2020,fid011,fid008,155
5/15/2020,fid011,fid008,155
5/1/2020,fid011,fid008,118
2/8/2020,fid011,fid008,229
2/24/2020,fid011,fid008,213
5/5/2020,fid011,fid008,126
5/11/2020,fid011,fid008,118
2/18/2020,fid011,fid008,137
5/10/2020,fid011,fid008,87
2/19/2020,fid011,fid008,156
5/4/2020,fid011,fid008,88
2/25/2020,fid011,fid008,160
2/27/2020,fid011,fid008,168
5/12/2020,fid011,fid008,119
5/6/2020,fid011,fid008,99
5/7/2020,fid011,fid008,73
5/13/2020,fid011,fid008,88
2/26/2020,fid011,fid008,190
3/15/2020,fid011,fid008,193
4/8/2020,fid011,fid008,85
4/20/2020,fid011,fid008,71
3/29/2020,fid011,fid008,94
4/21/2020,fid011,fid008,104
3/28/2020,fid011,fid008,149
4/9/2020,fid011,fid008,124
3/14/2020,fid011,fid008,176
3/2/2020,fid011,fid008,187
3/16/2020,fid011,fid008,191
4/23/2020,fid011,fid008,70
4/22/2020,fid011,fid008,97
3/17/2020,fid011,fid008,199
3/3/2020,fid011,fid008,152
4/26/2020,fid011,fid008,116
3/7/2020,fid011,fid008,202
3/13/2020,fid011,fid008,225
3/6/2020,fid011,fid008,225
4/27/2020,fid011,fid008,101
4/25/2020,fid011,fid008,111
4/19/2020,fid011,fid008,58
3/5/2020,fid011,fid008,263
4/18/2020,fid011,fid008,101
4/30/2020,fid011,fid008,109
4/24/2020,fid011,fid008,125
3/8/2020,fid011,fid010,21
3/9/2020,fid011,fid010,21
3/22/2020,fid011,fid010,22
3/27/2020,fid011,fid010,19
2/3/2020,fid011,fid010,31
2/17/2020,fid011,fid010,19
2/2/2020,fid011,fid010,34
2/28/2020,fid011,fid010,17
2/15/2020,fid011,fid010,17
2/11/2020,fid011,fid010,21
2/10/2020,fid011,fid010,21
2/6/2020,fid011,fid010,20
2/12/2020,fid011,fid010,18
2/13/2020,fid011,fid010,17
2/7/2020,fid011,fid010,19
2/22/2020,fid011,fid010,21
2/23/2020,fid011,fid010,16
2/9/2020,fid011,fid010,19
2/20/2020,fid011,fid010,24
2/8/2020,fid011,fid010,17
2/25/2020,fid011,fid010,22
3/15/2020,fid011,fid010,20
3/16/2020,fid011,fid010,20
3/17/2020,fid011,fid010,17
3/3/2020,fid011,fid010,24
4/26/2020,fid011,fid010,18
3/7/2020,fid011,fid010,15
3/13/2020,fid011,fid010,19
3/6/2020,fid011,fid010,18
4/27/2020,fid011,fid010,15
3/5/2020,fid011,fid010,19
3/20/2020,fid011,fid011,35636
4/29/2020,fid011,fid011,37661
4/1/2020,fid011,fid011,35608
3/8/2020,fid011,fid011,34561
4/15/2020,fid011,fid011,38902
4/14/2020,fid011,fid011,35341
3/9/2020,fid011,fid011,37840
3/21/2020,fid011,fid011,35317
4/28/2020,fid011,fid011,36699
3/23/2020,fid011,fid011,35963
4/16/2020,fid011,fid011,33322
4/2/2020,fid011,fid011,34935
4/3/2020,fid011,fid011,36488
4/17/2020,fid011,fid011,38244
3/22/2020,fid011,fid011,35763
4/13/2020,fid011,fid011,32829
4/7/2020,fid011,fid011,34489
3/26/2020,fid011,fid011,38029
3/27/2020,fid011,fid011,37523
4/6/2020,fid011,fid011,33752
4/12/2020,fid011,fid011,34450
4/4/2020,fid011,fid011,36321
4/10/2020,fid011,fid011,35208
3/19/2020,fid011,fid011,32426
3/31/2020,fid011,fid011,37129
3/25/2020,fid011,fid011,36168
3/24/2020,fid011,fid011,35650
3/30/2020,fid011,fid011,37285
4/11/2020,fid011,fid011,35812
3/18/2020,fid011,fid011,37104
4/5/2020,fid011,fid011,33607
5/22/2020,fid011,fid011,39185
2/3/2020,fid011,fid011,40054
2/17/2020,fid011,fid011,36497
2/2/2020,fid011,fid011,39679
5/23/2020,fid011,fid011,29064
5/21/2020,fid011,fid011,36902
2/28/2020,fid011,fid011,34895
2/14/2020,fid011,fid011,41154
5/9/2020,fid011,fid011,38068
2/1/2020,fid011,fid011,38701
5/8/2020,fid011,fid011,37146
2/15/2020,fid011,fid011,39423
5/20/2020,fid011,fid011,38823
2/29/2020,fid011,fid011,37687
2/11/2020,fid011,fid011,41175
5/18/2020,fid011,fid011,29931
2/5/2020,fid011,fid011,39425
5/24/2020,fid011,fid011,30747
5/30/2020,fid011,fid011,33411
5/31/2020,fid011,fid011,32455
5/25/2020,fid011,fid011,28060
2/10/2020,fid011,fid011,40657
5/19/2020,fid011,fid011,34467
2/6/2020,fid011,fid011,40185
2/12/2020,fid011,fid011,39019
5/27/2020,fid011,fid011,35990
5/26/2020,fid011,fid011,32711
2/13/2020,fid011,fid011,37616
2/7/2020,fid011,fid011,43638
5/17/2020,fid011,fid011,28409
5/3/2020,fid011,fid011,30592
2/22/2020,fid011,fid011,37446
2/23/2020,fid011,fid011,35077
5/2/2020,fid011,fid011,34710
5/16/2020,fid011,fid011,30878
2/9/2020,fid011,fid011,36735
5/14/2020,fid011,fid011,32009
2/21/2020,fid011,fid011,36478
5/28/2020,fid011,fid011,32905
2/20/2020,fid011,fid011,45059
5/29/2020,fid011,fid011,35396
5/15/2020,fid011,fid011,35470
5/1/2020,fid011,fid011,30535
2/8/2020,fid011,fid011,39742
2/24/2020,fid011,fid011,37135
5/5/2020,fid011,fid011,39090
5/11/2020,fid011,fid011,39049
2/18/2020,fid011,fid011,36511
5/10/2020,fid011,fid011,34017
2/19/2020,fid011,fid011,39871
5/4/2020,fid011,fid011,37630
2/25/2020,fid011,fid011,35708
2/27/2020,fid011,fid011,39796
5/12/2020,fid011,fid011,33023
5/6/2020,fid011,fid011,38801
5/7/2020,fid011,fid011,46299
5/13/2020,fid011,fid011,37614
2/26/2020,fid011,fid011,36894
3/15/2020,fid011,fid011,34059
4/8/2020,fid011,fid011,35035
4/20/2020,fid011,fid011,40053
3/29/2020,fid011,fid011,36728
4/21/2020,fid011,fid011,38217
3/28/2020,fid011,fid011,37732
4/9/2020,fid011,fid011,35788
3/14/2020,fid011,fid011,37244
3/2/2020,fid011,fid011,38842
3/16/2020,fid011,fid011,32606
4/23/2020,fid011,fid011,37458
4/22/2020,fid011,fid011,38000
3/17/2020,fid011,fid011,37226
3/3/2020,fid011,fid011,36857
4/26/2020,fid011,fid011,29911
3/7/2020,fid011,fid011,38243
3/13/2020,fid011,fid011,35886
3/6/2020,fid011,fid011,39356
4/27/2020,fid011,fid011,34047
4/25/2020,fid011,fid011,34399
4/19/2020,fid011,fid011,31079
3/5/2020,fid011,fid011,36002
4/18/2020,fid011,fid011,37615
4/30/2020,fid011,fid011,37141
4/24/2020,fid011,fid011,32702
3/20/2020,fid011,fid012,114
4/29/2020,fid011,fid012,112
4/1/2020,fid011,fid012,99
3/8/2020,fid011,fid012,110
4/15/2020,fid011,fid012,94
4/14/2020,fid011,fid012,145
3/9/2020,fid011,fid012,123
3/21/2020,fid011,fid012,100
4/28/2020,fid011,fid012,91
3/23/2020,fid011,fid012,112
4/16/2020,fid011,fid012,112
4/2/2020,fid011,fid012,86
4/3/2020,fid011,fid012,108
4/17/2020,fid011,fid012,111
3/22/2020,fid011,fid012,111
4/13/2020,fid011,fid012,89
4/7/2020,fid011,fid012,96
3/26/2020,fid011,fid012,117
3/27/2020,fid011,fid012,129
4/6/2020,fid011,fid012,87
4/12/2020,fid011,fid012,102
4/4/2020,fid011,fid012,96
4/10/2020,fid011,fid012,113
3/19/2020,fid011,fid012,119
3/31/2020,fid011,fid012,84
3/25/2020,fid011,fid012,112
3/24/2020,fid011,fid012,94
3/30/2020,fid011,fid012,76
4/11/2020,fid011,fid012,98
3/18/2020,fid011,fid012,114
4/5/2020,fid011,fid012,90
5/22/2020,fid011,fid012,151
2/3/2020,fid011,fid012,141
2/17/2020,fid011,fid012,93
2/2/2020,fid011,fid012,126
5/23/2020,fid011,fid012,101
5/21/2020,fid011,fid012,120
2/28/2020,fid011,fid012,181
2/14/2020,fid011,fid012,130
5/9/2020,fid011,fid012,158
2/1/2020,fid011,fid012,166
5/8/2020,fid011,fid012,122
2/15/2020,fid011,fid012,102
5/20/2020,fid011,fid012,114
2/29/2020,fid011,fid012,133
2/11/2020,fid011,fid012,117
5/18/2020,fid011,fid012,90
2/5/2020,fid011,fid012,128
5/24/2020,fid011,fid012,129
5/30/2020,fid011,fid012,145
5/31/2020,fid011,fid012,118
5/25/2020,fid011,fid012,150
2/10/2020,fid011,fid012,138
5/19/2020,fid011,fid012,125
2/6/2020,fid011,fid012,117
2/12/2020,fid011,fid012,94
5/27/2020,fid011,fid012,174
5/26/2020,fid011,fid012,153
2/13/2020,fid011,fid012,111
2/7/2020,fid011,fid012,161
5/17/2020,fid011,fid012,168
5/3/2020,fid011,fid012,119
2/22/2020,fid011,fid012,127
2/23/2020,fid011,fid012,122
5/2/2020,fid011,fid012,129
5/16/2020,fid011,fid012,112
2/9/2020,fid011,fid012,117
5/14/2020,fid011,fid012,105
2/21/2020,fid011,fid012,159
5/28/2020,fid011,fid012,155
2/20/2020,fid011,fid012,95
5/29/2020,fid011,fid012,141
5/15/2020,fid011,fid012,108
5/1/2020,fid011,fid012,120
2/8/2020,fid011,fid012,124
2/24/2020,fid011,fid012,104
5/5/2020,fid011,fid012,106
5/11/2020,fid011,fid012,85
